url_length,num_subdomains,has_ip_in_url,has_at_symbol,has_dash,is_https,is_phishing
35,2,0,0,0,0,0
56,2,0,0,1,0,0
173,2,0,0,1,0,0
77,3,0,0,0,0,0
48,2,0,0,0,0,0
110,3,0,0,0,0,0
45,1,0,0,1,0,0
31,1,0,0,0,0,0
165,2,0,0,1,0,0
23,1,0,0,1,0,1
30,2,0,0,0,0,0
82,3,0,0,0,0,0
52,1,0,0,1,0,0
21,1,0,0,0,0,0
47,2,0,0,0,0,0
40,2,0,0,0,0,0
48,2,0,0,0,0,0
38,2,0,0,0,0,0
50,1,0,0,1,0,0
16,1,0,0,0,0,0
47,3,0,0,1,0,0
36,1,0,0,0,0,0
13,1,0,0,0,0,1
37,2,0,0,1,0,0
83,2,0,0,1,0,0
79,1,0,0,1,0,0
41,1,0,0,0,0,0
156,3,0,0,1,0,0
92,3,0,0,0,0,0
18,2,0,0,0,0,0
17,1,0,0,0,0,1
105,1,0,0,0,0,0
31,1,0,0,1,0,0
73,1,0,0,1,0,0
24,2,0,0,1,0,0
78,2,0,0,1,0,0
33,2,0,0,1,0,0
150,1,0,0,1,0,0
83,1,0,0,1,0,0
15,1,0,0,0,0,1
65,1,0,0,1,0,0
60,2,0,0,0,0,0
22,1,0,0,0,0,0
23,1,0,0,0,0,0
77,4,0,0,0,0,0
40,3,0,0,0,0,0
55,2,0,0,1,0,0
18,1,0,0,0,0,0
58,1,0,0,1,0,0
41,2,0,0,0,0,0
40,2,0,0,0,0,0
126,8,0,0,0,0,1
53,4,0,0,0,0,0
41,1,0,0,1,0,0
15,1,0,0,0,0,1
19,1,0,0,0,0,0
43,1,0,0,1,0,0
96,3,0,0,1,0,0
44,1,0,0,1,0,0
116,3,0,0,0,0,0
100,1,0,0,1,0,0
131,2,0,0,1,0,0
21,1,0,0,0,0,0
76,1,0,0,1,0,0
43,3,0,0,0,0,0
51,3,0,0,1,0,0
30,1,0,0,0,0,0
55,1,0,0,1,0,0
92,2,0,0,1,0,0
33,2,0,0,0,0,0
53,1,0,0,1,0,0
200,11,0,0,1,0,1
94,3,0,0,1,0,0
49,2,0,0,0,0,0
37,1,0,0,1,0,0
87,3,0,0,0,0,0
107,6,0,0,1,0,1
59,4,0,0,1,0,0
48,2,0,0,1,0,0
41,1,0,0,0,0,0
31,2,0,0,0,0,0
63,3,0,0,1,0,0
52,2,0,0,1,0,0
39,2,0,0,1,0,0
55,2,0,0,1,0,0
85,2,0,0,1,0,0
135,2,0,0,1,0,0
41,2,0,0,1,0,0
63,2,0,0,0,0,0
49,3,0,0,0,0,0
36,2,0,0,0,0,0
70,2,0,0,1,0,0
155,7,0,0,0,0,0
72,1,0,0,1,0,0
12,1,0,0,0,0,0
47,3,0,0,1,0,0
61,3,0,0,1,0,0
16,1,0,0,0,0,1
66,2,0,0,0,0,0
37,1,0,0,1,0,0
16,2,0,0,0,0,0
64,2,0,0,0,0,0
42,3,0,0,0,0,0
80,4,0,0,1,0,0
59,4,0,0,0,0,0
62,3,0,0,0,0,0
93,2,0,0,0,0,0
39,3,0,0,0,0,0
111,2,0,0,1,0,0
28,1,0,0,0,0,0
33,2,0,0,1,0,0
146,5,0,0,0,0,0
40,1,0,0,1,0,0
50,2,0,0,1,0,0
30,1,0,0,1,0,0
59,2,0,0,0,0,0
95,1,0,0,1,0,0
38,2,0,0,0,0,0
61,2,0,0,0,0,0
66,2,0,0,1,0,0
47,3,0,0,1,0,0
28,3,0,0,0,0,0
26,1,0,0,0,0,0
18,2,0,0,0,0,0
47,1,0,0,1,0,0
116,3,0,0,1,0,0
33,2,0,0,0,0,0
84,2,0,0,1,0,0
29,2,0,0,0,0,0
51,2,0,0,1,0,0
82,3,0,0,0,0,0
42,2,0,0,1,0,0
67,2,0,0,0,0,0
259,3,0,0,0,0,0
34,2,0,0,0,0,0
48,3,0,0,0,0,0
44,4,0,0,1,0,1
123,2,0,0,1,0,0
85,1,0,0,1,0,0
35,2,0,0,0,0,0
33,2,0,0,0,0,0
105,2,0,0,1,0,0
68,2,0,0,0,0,1
84,2,0,0,1,0,0
18,1,0,0,0,0,1
29,4,0,0,0,0,0
45,2,0,0,0,0,0
94,2,0,0,1,0,0
58,2,0,0,0,0,0
73,3,0,0,1,0,0
64,2,0,0,1,0,0
15,1,0,0,0,0,0
25,1,0,0,1,0,0
46,2,0,0,0,0,0
83,1,0,0,1,0,0
97,1,0,0,1,0,0
26,4,0,0,0,0,1
130,3,0,0,1,0,0
92,3,0,0,1,0,0
40,1,0,0,0,0,0
38,2,0,0,0,0,0
51,1,0,0,1,0,0
37,2,0,0,0,0,0
18,1,0,0,0,0,0
100,3,0,0,0,0,0
70,2,0,0,0,0,0
48,3,0,0,0,0,0
140,2,0,0,1,0,0
14,2,0,0,0,0,1
103,1,0,0,1,0,0
154,3,0,0,1,0,0
35,1,0,0,1,0,0
51,1,0,0,1,0,0
58,1,0,0,1,0,0
40,2,0,0,0,0,0
58,1,0,0,1,0,0
22,1,0,0,0,0,0
16,1,0,0,0,0,0
114,3,0,0,1,0,0
101,3,0,0,0,0,0
52,1,0,0,1,0,0
72,2,0,0,0,0,0
95,3,0,0,1,0,0
15,1,0,0,0,0,1
95,3,0,0,1,0,0
64,1,0,0,1,0,0
41,1,0,0,1,0,0
31,1,0,0,0,0,0
18,1,0,0,0,0,1
81,1,0,0,1,0,0
41,1,0,0,1,0,0
38,2,0,0,0,0,0
79,2,0,0,1,0,0
52,2,0,0,0,0,0
32,3,0,0,1,0,0
86,1,0,0,1,0,0
94,3,0,0,1,0,0
22,1,0,0,0,0,1
62,4,0,0,1,0,1
26,2,0,0,0,0,0
34,3,0,0,1,0,0
18,1,0,0,0,0,0
105,2,0,0,0,0,0
79,1,0,0,1,0,0
16,1,0,0,0,0,1
135,3,0,0,1,0,0
18,1,0,0,0,0,0
94,4,0,0,0,0,0
67,4,0,0,1,0,0
49,1,0,0,0,0,0
54,1,0,0,1,0,0
50,1,0,0,0,0,0
6,1,0,0,0,0,1
43,2,0,0,1,0,0
33,1,0,0,1,0,0
20,2,0,0,0,0,0
52,1,0,0,1,0,0
31,1,0,0,0,0,0
40,2,0,0,0,0,1
51,1,0,0,1,0,0
73,4,0,0,0,0,0
29,2,0,0,0,0,0
49,1,0,0,1,0,0
30,2,0,0,1,0,0
37,1,0,0,1,0,0
40,2,0,0,0,0,0
32,2,0,0,0,0,0
65,1,0,0,1,0,0
129,3,0,0,1,0,0
35,1,0,0,0,0,0
54,2,0,0,0,0,0
52,3,0,0,1,0,0
69,2,0,0,1,0,0
62,2,0,0,1,0,0
58,2,0,0,0,0,0
57,2,0,0,0,0,0
40,2,0,0,0,0,0
21,1,0,0,1,0,0
42,1,0,0,1,0,0
19,1,0,0,0,0,0
74,3,0,0,0,0,0
79,3,0,0,0,0,0
103,1,0,0,1,0,0
14,1,0,0,0,0,0
122,4,0,0,1,0,0
35,2,0,0,0,0,0
83,3,0,0,0,0,0
46,2,0,0,0,0,0
117,1,0,0,1,0,0
78,1,0,0,1,0,0
29,1,0,0,0,0,0
37,1,0,0,1,0,0
28,1,0,0,1,0,0
31,1,0,0,0,0,0
27,1,0,0,0,0,0
54,4,0,0,1,0,1
86,3,0,0,1,0,0
316,2,0,0,1,0,0
44,1,0,0,1,0,0
31,1,0,0,0,0,0
61,4,0,0,0,0,0
25,2,0,0,0,0,0
44,1,0,0,0,0,0
70,3,0,0,1,0,0
34,3,0,0,0,0,0
29,2,0,0,0,0,0
83,3,0,0,1,0,0
16,1,0,0,0,0,0
77,4,0,0,1,0,0
82,1,0,0,1,0,0
16,2,0,0,0,0,0
57,2,0,0,1,0,0
19,1,0,0,0,0,0
68,2,0,0,0,0,0
16,1,0,0,0,0,0
72,2,0,0,0,0,0
36,1,0,0,1,0,0
11,1,0,0,0,0,0
31,3,0,0,0,0,0
45,2,0,0,1,0,0
38,1,0,0,1,0,0
47,2,0,0,1,0,0
12,1,0,0,0,0,0
55,1,0,0,1,0,0
28,1,0,0,0,0,0
44,1,0,0,0,0,0
30,1,0,0,0,0,0
75,2,0,0,1,0,0
34,2,0,0,0,0,0
16,1,0,0,0,0,0
89,4,0,0,0,0,0
151,2,0,0,1,0,0
76,3,0,0,1,0,0
84,2,0,0,1,0,0
46,2,0,0,0,0,0
33,1,0,0,0,0,0
82,11,0,0,1,0,1
98,3,0,0,1,0,0
14,1,0,0,0,0,0
71,3,0,0,0,0,1
109,3,0,0,1,0,0
102,3,0,0,0,0,0
77,3,0,0,1,0,0
52,2,0,0,0,0,0
35,1,0,0,0,0,0
49,2,0,0,1,0,0
74,4,0,0,1,0,0
15,1,0,0,0,0,0
98,1,0,0,1,0,0
23,2,0,0,0,0,0
24,1,0,0,0,0,0
77,2,0,0,1,0,0
24,1,0,0,0,0,1
29,2,0,0,1,0,0
11,2,0,0,0,0,0
19,1,0,0,0,0,1
79,4,0,0,0,0,0
31,2,0,0,0,0,0
31,1,0,0,1,0,0
35,2,0,0,0,0,0
55,2,0,0,0,0,0
80,2,0,0,1,0,0
50,2,0,0,0,0,0
84,1,0,0,1,0,0
21,1,0,0,0,0,0
42,1,0,0,1,0,0
122,3,0,0,1,0,0
65,2,0,0,0,0,0
77,1,0,0,1,0,0
52,2,0,0,1,0,0
21,1,0,0,0,0,0
25,2,0,0,0,0,0
42,2,0,0,0,0,0
114,1,0,0,1,0,0
17,1,0,0,0,0,0
18,1,0,0,0,0,0
28,1,0,0,0,0,0
42,3,0,0,0,0,0
22,1,0,0,0,0,0
14,1,0,0,0,0,0
17,1,0,0,0,0,0
47,1,0,0,1,0,0
61,1,0,0,1,0,0
276,1,0,0,0,0,0
19,1,0,0,0,0,1
38,2,0,0,0,0,1
36,2,0,0,0,0,0
30,1,0,0,0,0,0
28,1,0,0,0,0,0
52,1,0,0,1,0,0
16,1,0,0,0,0,0
21,2,0,0,0,0,1
26,3,0,0,0,0,0
35,2,0,0,0,0,0
50,1,0,0,1,0,0
100,1,0,0,1,0,0
48,1,0,0,0,0,0
42,2,0,0,1,0,0
31,1,0,0,0,0,0
29,2,0,0,0,0,1
111,3,0,0,0,0,0
39,2,0,0,0,0,0
49,2,0,0,0,0,0
23,1,0,0,0,0,0
32,2,0,0,0,0,0
119,2,0,0,1,0,0
67,2,0,0,0,0,0
39,1,0,0,1,0,0
31,1,0,0,1,0,0
86,1,0,0,1,0,0
70,2,0,0,1,0,0
43,2,0,0,1,0,0
22,2,0,0,0,0,0
82,2,0,0,1,0,0
46,1,0,0,1,0,0
58,2,0,0,1,0,0
105,1,0,0,1,1,0
36,2,0,0,1,0,0
182,4,0,0,1,0,0
19,2,0,0,0,0,0
25,2,0,0,0,0,0
95,2,0,0,1,0,0
28,2,0,0,0,0,0
239,2,0,0,1,0,0
23,1,0,0,0,0,0
33,1,0,0,1,0,0
108,3,0,0,1,0,0
41,1,0,0,1,0,0
127,8,0,0,0,0,0
51,1,0,0,1,0,0
49,2,0,0,1,0,0
123,1,0,0,1,0,0
43,1,0,0,1,0,0
43,1,0,0,0,0,0
87,2,0,0,1,0,0
47,2,0,0,1,0,0
43,1,0,0,0,0,0
34,2,0,0,0,0,0
24,1,0,0,0,0,0
77,2,0,0,1,0,0
48,3,0,0,0,0,0
44,2,0,0,0,0,0
20,2,0,0,0,0,0
36,1,0,0,1,0,0
37,1,0,0,0,0,0
24,1,0,0,0,0,0
39,3,0,0,0,0,0
36,2,0,0,0,0,0
24,2,0,0,0,0,1
31,1,0,0,0,0,0
46,2,0,0,1,0,0
61,2,0,0,0,0,0
33,3,0,0,1,0,0
100,6,0,0,1,0,0
50,1,0,0,1,0,0
23,2,0,0,0,0,0
36,1,0,0,0,0,0
107,8,0,0,1,0,0
21,1,0,0,0,0,0
92,1,0,0,1,0,0
40,2,0,0,0,0,1
69,1,0,0,0,0,0
51,4,0,0,0,0,0
42,1,0,0,0,0,0
11,1,0,0,1,0,0
42,2,0,0,0,0,0
45,3,0,0,0,0,0
41,2,0,0,1,0,0
70,2,0,0,1,0,0
31,2,0,0,0,0,0
25,2,0,0,0,0,0
31,1,0,0,0,0,0
55,3,0,0,0,0,0
144,2,0,0,1,0,0
35,1,0,0,1,0,0
26,1,0,0,0,0,0
38,1,0,0,0,0,0
25,1,0,0,0,0,0
60,1,0,0,1,0,0
23,2,0,0,0,0,0
65,2,0,0,1,0,0
25,1,0,0,0,0,0
99,3,0,0,1,0,0
151,3,0,0,1,0,0
105,2,0,0,0,0,0
25,2,0,0,0,0,0
32,1,0,0,1,0,0
74,1,0,0,1,0,0
57,1,0,0,1,0,0
143,3,0,0,1,0,0
30,1,0,0,0,0,0
19,1,0,0,0,0,0
15,2,0,0,0,0,0
90,2,0,0,0,0,0
26,1,0,0,0,0,0
48,2,0,0,0,0,0
43,3,0,0,1,0,0
50,3,0,0,0,0,1
86,1,0,0,1,0,0
90,5,0,0,0,0,1
50,1,0,0,1,0,0
17,1,0,0,0,0,0
31,1,0,0,0,0,0
114,5,0,0,0,0,0
40,1,0,0,0,0,0
44,2,0,0,1,0,0
98,3,0,0,1,0,0
110,3,0,0,0,1,0
18,2,0,0,0,0,0
103,3,0,0,1,0,0
138,1,0,0,1,0,0
36,1,0,0,0,0,0
49,2,0,0,0,0,0
38,2,0,0,0,0,0
19,1,0,0,0,0,0
49,1,0,0,1,0,0
55,1,0,0,0,0,0
84,3,0,0,0,0,0
42,1,0,0,0,0,0
147,12,0,0,0,0,0
84,2,0,0,0,0,0
53,3,0,0,0,0,0
16,2,0,0,0,0,0
64,4,0,0,0,0,1
113,5,0,0,0,0,0
108,1,0,0,1,0,0
39,2,0,0,1,0,0
101,2,0,0,1,0,0
38,2,0,0,0,0,0
66,5,0,0,1,0,0
18,1,0,0,0,0,1
55,2,0,0,1,0,0
30,2,0,0,0,0,0
31,2,0,0,1,0,0
46,1,0,0,1,0,0
46,2,0,0,0,0,0
99,3,0,0,1,0,0
42,1,0,1,0,0,0
69,1,0,0,1,0,0
25,1,0,0,0,0,0
25,1,0,0,0,0,0
75,2,0,0,0,0,0
112,1,0,0,1,0,0
85,3,0,0,0,0,0
58,1,0,0,1,0,0
18,1,0,0,0,0,0
32,1,0,0,0,0,0
65,1,0,0,1,0,0
28,2,0,0,0,0,1
46,1,0,0,1,0,0
18,1,0,0,0,0,1
34,3,0,0,0,0,0
89,2,0,0,0,0,0
52,1,0,0,1,0,0
34,2,0,0,1,0,0
34,2,0,0,0,0,0
36,2,0,0,1,0,0
79,3,0,0,0,0,0
77,1,0,0,1,0,0
32,2,0,0,0,0,0
59,3,0,0,0,0,0
69,2,0,0,1,0,0
39,3,0,0,0,0,0
64,2,0,0,1,0,0
54,3,0,0,1,0,0
84,3,0,0,0,0,0
96,2,0,0,0,0,0
15,1,0,0,0,0,0
10,1,0,0,0,0,1
23,2,0,0,0,0,1
101,2,0,0,0,0,0
88,1,0,0,1,0,0
33,3,0,0,1,0,0
91,4,0,0,0,0,0
91,3,0,0,1,0,0
26,1,0,0,0,0,0
61,2,0,0,1,0,0
35,2,0,0,0,0,0
52,1,0,0,1,0,0
83,1,0,0,1,0,0
51,3,0,0,0,0,0
27,2,0,0,0,0,0
18,1,0,0,0,0,0
36,1,0,0,1,0,0
30,1,0,0,1,0,0
100,3,0,0,0,0,0
53,1,0,0,1,0,0
97,2,0,0,0,0,0
42,3,0,0,0,0,0
37,1,0,0,1,0,0
123,1,0,0,1,0,0
42,1,0,0,0,0,0
41,2,0,0,1,0,0
63,1,0,0,1,0,0
71,3,0,0,0,0,0
40,2,0,0,0,0,0
59,2,0,0,0,0,0
19,1,0,0,0,0,1
17,2,0,0,0,0,0
29,1,0,0,0,0,0
68,2,0,0,1,0,0
53,2,0,0,1,0,0
37,1,0,0,1,0,0
74,1,0,0,1,0,0
43,1,0,0,1,0,0
44,2,0,0,1,0,0
15,1,0,0,0,0,0
22,1,0,0,0,0,0
80,1,0,0,1,0,0
58,2,0,0,0,0,0
150,2,0,0,1,0,0
42,1,0,0,0,0,0
90,3,0,0,0,0,0
33,2,0,0,0,0,0
27,1,0,0,1,0,0
53,2,0,0,0,0,0
23,1,0,0,1,0,0
66,3,0,0,1,0,0
19,1,0,0,0,0,0
30,3,0,0,0,0,0
47,1,0,0,0,0,0
46,2,0,0,1,0,0
13,1,0,0,0,0,1
38,2,0,0,0,0,0
26,2,0,0,0,0,0
65,3,0,0,0,0,0
19,1,0,0,0,0,0
26,1,0,0,0,0,0
64,2,0,0,0,0,0
15,1,0,0,0,0,0
33,1,0,0,0,0,0
61,1,0,0,1,0,0
36,2,0,0,0,0,0
16,1,0,0,0,0,0
41,2,0,0,0,0,0
32,2,0,0,0,0,0
99,2,0,0,1,0,0
51,2,0,0,0,0,0
36,1,0,0,0,0,0
106,2,0,0,1,0,0
45,1,0,0,1,0,0
59,2,0,0,1,0,0
26,2,0,0,0,0,0
74,1,0,0,1,0,0
15,2,0,0,0,0,0
76,2,0,0,1,0,0
83,2,0,0,1,0,0
26,2,0,0,0,0,0
39,1,0,0,0,0,0
49,2,0,0,0,0,0
126,1,0,0,1,0,0
72,2,0,0,0,0,0
41,3,0,0,0,0,0
101,3,0,0,0,0,0
29,2,0,0,0,0,0
31,1,0,0,1,0,0
31,1,0,0,0,0,0
27,1,0,0,1,0,0
37,3,0,0,0,0,0
114,3,0,0,0,0,0
47,1,0,0,1,0,0
24,1,0,0,0,0,0
24,1,0,0,0,0,0
29,1,0,0,0,0,0
51,1,0,0,0,0,0
45,3,0,0,0,0,0
47,1,0,0,1,0,0
17,1,0,0,0,0,0
70,2,0,0,1,0,0
67,3,0,0,0,0,0
64,1,0,0,1,0,0
31,1,0,0,0,0,0
33,2,0,0,0,0,0
84,1,0,0,1,0,0
12,1,0,0,0,0,0
32,1,0,0,0,0,0
90,3,0,0,0,0,0
124,3,0,0,0,0,0
37,1,0,0,0,0,0
54,2,0,0,0,0,0
14,1,0,0,0,0,0
27,1,0,0,0,0,0
21,1,0,0,1,0,0
63,1,0,0,1,0,0
93,2,0,0,1,0,0
30,2,0,0,0,0,1
46,1,0,0,1,0,0
31,1,0,0,0,0,0
67,1,0,0,0,0,0
68,1,0,0,1,0,0
63,1,0,0,1,0,0
84,3,0,0,0,0,0
164,3,0,0,1,0,0
63,4,0,0,1,0,0
29,1,0,0,0,0,0
30,1,0,0,1,0,0
42,2,0,0,0,0,0
30,2,0,0,1,0,0
165,2,0,0,1,0,0
107,2,0,0,0,0,0
61,2,0,0,1,0,0
31,3,0,0,0,0,0
43,2,0,0,1,0,0
24,2,0,0,0,0,0
69,1,0,0,1,0,0
49,3,0,0,0,0,0
9,1,0,0,0,0,1
50,2,0,0,1,0,0
16,1,0,0,0,0,0
24,1,0,0,0,0,0
30,1,0,0,1,0,0
99,2,0,0,0,0,0
107,2,0,0,1,0,0
48,2,0,0,1,0,0
33,2,0,0,0,0,0
91,3,0,0,0,0,0
93,4,0,0,0,0,0
123,3,0,0,1,0,0
34,2,0,0,0,0,0
79,1,0,0,0,0,0
16,1,0,0,0,0,1
29,2,0,0,0,0,0
108,1,0,0,1,0,0
84,1,0,0,1,0,0
64,2,0,0,1,0,0
111,2,0,0,0,0,0
40,2,0,0,1,0,0
16,2,0,0,0,0,0
38,2,0,0,1,0,0
58,2,0,0,1,0,0
24,2,0,0,0,0,0
71,2,0,0,0,0,0
61,2,0,0,1,0,0
21,1,0,0,0,0,1
20,1,0,0,0,0,0
67,2,0,0,0,0,0
106,1,0,0,0,0,0
85,4,0,0,1,0,0
40,2,0,0,1,0,0
40,2,0,0,0,0,0
43,2,0,0,0,0,0
37,3,0,0,1,0,0
24,2,0,0,1,0,0
31,1,0,0,0,0,0
20,1,0,0,0,0,0
52,2,0,0,0,0,0
55,2,0,0,0,0,0
126,3,0,0,0,0,0
19,1,0,0,0,0,0
48,2,0,0,1,0,0
66,2,0,0,1,0,0
44,2,0,0,1,0,0
167,2,0,0,0,0,0
66,3,0,0,0,0,0
38,1,0,0,0,0,0
93,2,0,0,0,0,0
14,1,0,0,0,0,1
48,2,0,0,1,0,0
49,2,0,0,1,0,0
35,1,0,0,1,0,0
91,2,0,0,1,0,0
33,2,0,0,0,0,0
171,1,0,0,1,0,0
64,1,0,0,1,0,0
64,3,0,0,1,0,0
38,2,0,0,0,0,0
35,1,0,0,1,0,0
31,1,0,0,0,0,0
45,1,0,0,1,0,0
106,4,0,0,1,0,0
41,2,0,0,0,0,0
47,4,0,0,0,0,0
30,2,0,0,0,0,0
76,3,0,0,1,0,0
32,3,0,0,0,0,0
77,3,0,0,1,0,0
38,2,0,0,0,0,0
167,4,0,0,1,0,0
31,1,0,0,0,0,0
34,3,0,0,1,0,0
57,1,0,0,1,0,0
123,4,0,0,1,0,0
168,2,0,0,0,0,0
88,1,0,0,1,0,0
40,1,0,0,1,0,0
67,4,0,0,1,0,0
63,3,0,0,1,0,0
39,1,0,0,1,0,0
90,1,0,0,1,0,0
25,1,0,0,0,0,0
34,2,0,0,0,0,0
44,1,0,0,0,0,0
36,2,0,0,1,0,0
95,4,0,0,1,0,0
85,1,0,0,1,0,0
40,2,0,0,0,0,1
111,1,0,0,1,0,0
14,1,0,0,1,0,0
34,2,0,0,0,0,0
20,1,0,0,0,0,0
24,1,0,0,1,0,0
49,1,0,0,0,0,0
46,2,0,0,0,0,0
42,2,0,0,0,0,0
84,1,0,0,1,0,0
37,1,0,0,0,0,0
110,2,0,0,1,0,0
31,1,0,0,0,0,0
128,3,0,0,1,0,0
32,1,0,0,0,0,0
16,1,0,0,1,0,0
74,2,0,0,0,0,0
118,1,0,0,0,0,0
28,1,0,0,0,0,0
89,3,0,0,0,0,0
14,1,0,0,0,0,0
48,1,0,0,1,0,0
38,2,0,0,0,0,0
35,2,0,0,0,0,0
17,2,0,0,0,0,1
80,3,0,0,1,0,0
15,1,0,0,0,0,0
66,2,0,0,1,0,0
21,1,0,0,0,0,0
26,1,0,0,0,0,0
25,1,0,0,0,0,0
48,4,0,0,0,0,0
26,2,0,0,0,0,0
88,1,0,0,1,0,0
27,2,0,0,1,0,0
163,3,0,0,1,0,0
35,2,0,0,0,0,0
16,1,0,0,0,0,0
242,3,0,0,0,0,0
40,1,0,0,1,0,0
70,2,0,0,1,0,0
35,1,0,0,0,0,0
30,2,0,0,1,0,0
53,3,0,0,1,0,0
77,2,0,0,1,0,1
30,2,0,0,0,0,0
60,1,0,0,1,0,0
107,1,0,0,1,0,0
96,3,0,0,0,0,0
64,1,0,0,1,0,0
17,1,0,0,0,0,0
61,2,0,0,1,0,0
47,2,0,0,0,0,0
45,1,0,0,1,0,0
63,2,0,0,1,0,0
45,1,0,0,1,0,0
30,1,0,0,0,0,0
79,3,0,0,0,0,0
33,1,0,0,1,0,0
20,2,0,0,0,0,0
123,2,0,0,1,0,0
61,3,0,0,1,0,0
51,2,0,0,0,0,0
38,2,0,0,0,0,0
86,2,0,0,0,0,0
33,1,0,0,1,0,0
78,1,0,0,1,0,0
87,2,0,0,1,0,0
11,1,0,0,0,0,0
25,2,0,0,1,0,0
29,2,0,0,1,0,0
128,1,0,0,1,0,0
27,2,0,0,0,0,0
98,4,0,0,1,0,0
52,2,0,0,1,0,0
53,3,0,0,1,0,0
24,1,0,0,0,0,0
85,4,0,0,1,0,0
39,1,0,0,1,0,0
164,3,0,0,0,0,0
31,1,0,0,0,0,0
18,2,0,0,0,0,1
90,2,0,0,0,0,0
54,2,0,0,1,0,0
21,1,0,0,0,0,1
20,1,0,0,0,0,0
22,1,0,0,0,0,0
47,2,0,0,1,0,0
52,1,0,0,1,0,0
74,3,0,0,1,0,0
78,1,0,0,1,0,0
32,1,0,0,1,0,0
63,1,0,0,1,0,0
58,1,0,0,1,0,0
42,1,0,0,1,0,0
32,2,0,0,1,0,0
24,1,0,0,0,0,0
37,2,0,0,1,0,0
46,2,0,0,1,0,0
28,1,0,0,1,0,0
51,2,0,0,0,0,0
88,2,0,0,1,0,0
43,1,0,0,0,0,0
92,4,0,0,1,0,0
38,2,0,0,0,0,0
44,3,0,0,1,0,0
89,3,0,0,1,0,0
26,1,0,0,0,0,0
55,2,0,0,1,0,0
116,1,0,0,1,0,0
57,2,0,0,1,0,0
58,3,0,0,1,0,0
45,1,0,0,1,0,0
58,1,0,0,1,0,0
49,1,0,0,1,0,0
81,2,0,0,0,0,0
141,3,0,0,1,0,0
58,3,0,0,1,0,0
37,2,0,0,0,0,0
40,3,0,0,0,0,1
65,1,0,0,1,0,0
40,2,0,0,0,0,0
67,2,0,0,0,0,0
40,2,0,0,1,0,0
31,2,0,0,1,0,0
10,1,0,0,0,0,1
33,3,0,0,0,0,1
291,1,0,0,1,0,0
20,1,0,0,0,0,0
21,1,0,0,0,0,0
23,1,0,0,0,0,1
108,2,0,0,0,0,0
29,2,0,0,0,0,1
40,1,0,0,1,0,0
46,1,0,0,0,0,0
60,3,0,0,1,0,0
25,2,0,0,0,0,1
185,2,0,0,0,0,0
79,4,0,0,0,0,1
69,3,0,0,0,0,0
87,3,0,0,0,0,0
88,3,0,0,1,0,0
32,2,0,0,0,0,0
58,3,0,0,0,0,0
28,1,0,0,1,0,0
42,1,0,0,0,0,0
52,2,0,0,0,0,0
10,1,0,0,0,0,0
69,3,0,0,1,0,0
34,1,0,0,0,0,0
51,1,0,0,0,0,0
28,3,0,0,0,0,0
77,2,0,0,1,0,0
15,1,0,0,0,0,0
27,1,0,0,0,0,0
29,2,0,0,0,0,0
29,1,0,0,0,0,0
86,1,0,0,1,0,0
86,2,0,0,1,0,0
39,2,0,0,1,0,0
60,1,0,0,1,0,0
64,3,0,0,1,0,0
58,2,0,0,1,0,0
38,1,0,0,0,0,0
59,3,0,0,1,0,0
58,2,0,0,0,0,0
89,3,0,0,0,0,0
43,2,0,0,0,0,0
58,1,0,0,0,0,0
37,1,0,0,0,0,0
59,3,0,0,1,0,1
26,2,0,0,0,0,0
70,3,0,0,0,0,0
56,3,0,0,0,0,0
63,2,0,0,1,0,0
119,2,0,0,1,0,0
85,3,0,0,1,0,0
36,1,0,0,1,0,0
85,3,0,0,0,0,0
33,1,0,0,0,0,0
29,2,0,0,1,0,0
39,1,0,0,1,0,0
309,2,0,0,1,0,0
109,2,0,0,1,0,0
18,1,0,0,0,0,0
177,4,0,0,1,0,0
33,1,0,0,0,0,0
44,2,0,0,0,0,0
24,1,0,0,0,0,0
20,1,0,0,0,0,0
41,1,0,0,1,0,0
37,2,0,0,0,0,0
53,3,0,0,1,0,0
37,2,0,0,0,0,0
74,2,0,0,0,0,0
41,2,0,0,0,0,0
70,2,0,0,1,0,0
80,3,0,0,1,0,0
11,1,0,0,0,0,1
56,3,0,0,1,0,0
46,2,0,0,0,0,0
29,1,0,0,0,0,0
71,3,0,0,1,0,0
45,2,0,0,0,0,0
35,2,0,0,0,0,0
65,3,0,0,0,0,0
74,3,0,0,0,0,0
45,3,0,0,0,0,0
83,1,0,0,0,0,0
78,2,0,0,1,0,0
66,1,0,0,1,0,0
66,1,0,0,1,0,0
114,1,0,0,1,0,0
44,3,0,0,0,0,0
25,1,0,0,0,0,0
63,2,0,0,1,0,0
49,2,0,0,1,0,0
30,1,0,0,1,0,0
63,1,0,0,1,0,0
87,2,0,0,0,0,0
102,1,0,0,1,0,0
26,2,0,0,0,0,0
50,1,0,0,0,0,0
70,2,0,0,1,0,0
62,1,0,0,1,0,0
29,1,0,0,1,0,0
23,2,0,0,0,0,0
156,2,0,0,1,0,0
44,3,0,0,0,0,0
43,1,0,0,1,0,0
36,3,0,0,0,0,0
52,3,0,0,0,0,0
35,2,0,0,0,0,0
21,2,0,0,0,0,0
89,2,0,0,1,0,1
42,1,0,0,1,0,0
81,2,0,0,1,0,0
40,2,0,0,0,0,1
65,1,0,0,1,0,0
49,2,0,0,0,0,0
40,2,0,0,0,0,1
